First,Run_Time,Third,Fourth,Fifth
9.085,242.1,590,0.41034,0.005426
9.4377,253.16,616,0.41097,0.0054344
8.966,244.58,582,0.42024,0.0055569
8.8806,237.22,576,0.41184,0.0054458
9.2572,248.61,602,0.41297,0.0054608
8.9702,237.9,578,0.41159,0.0054425
9.2879,247.01,598,0.41306,0.005462
8.6884,233.63,568,0.41132,0.0054389
9.007,236.43,576,0.41047,0.0054277
9.3404,242.12,590,0.41037,0.0054264
9.0614,241.78,590,0.4098,0.0054188
9.2454,250.29,606,0.41302,0.0054614
9.0569,243.53,594,0.40998,0.0054213
9.0731,242.07,592,0.4089,0.005407
9.4938,252.68,614,0.41153,0.0054417
8.9817,235.49,570,0.41314,0.005463
9.0068,238.01,582,0.40895,0.0054076
8.8668,238.64,578,0.41287,0.0054595
8.9328,241.26,582,0.41454,0.0054815
9.2655,247.06,602,0.4104,0.0054268
8.9506,237.9,576,0.41302,0.0054614
8.7127,234.05,566,0.41352,0.005468
9.2884,244.42,596,0.4101,0.0054228
9.0076,239.39,580,0.41274,0.0054577
8.9917,236.91,578,0.40988,0.0054199
9.2779,245.52,600,0.4092,0.0054109
9.1041,248.51,592,0.41978,0.0055508
8.8183,234.17,572,0.40939,0.0054134
8.4993,226.41,554,0.40868,0.0054041
9.1344,242.74,590,0.41142,0.0054403
9.1558,243.3,594,0.4096,0.0054161
9.0783,241.81,588,0.41124,0.0054379
9.1899,242.34,588,0.41214,0.0054498
9.4274,248.77,608,0.40916,0.0054104
8.7283,226.65,554,0.40912,0.0054098
9.3785,245.08,600,0.40847,0.0054012
9.4791,250.53,612,0.40936,0.0054131
9.6383,255.61,620,0.41227,0.0054516
9.1292,244.07,596,0.40951,0.0054151
9.1787,241.33,586,0.41183,0.0054456
9.1541,240.64,586,0.41065,0.0054301
8.8233,235.18,572,0.41115,0.0054367
9.6041,253.04,616,0.41078,0.0054318
8.5318,224.41,548,0.40951,0.005415
8.9293,238.41,578,0.41247,0.0054542
9.0748,240.4,588,0.40884,0.0054062
9.0226,238.29,584,0.40803,0.0053954
9.3006,246.51,606,0.40678,0.0053789
9.0548,235.13,576,0.40821,0.0053978
9.0525,237.99,582,0.40892,0.0054072
10.46,312.42,636,0.49123,0.0054219
10.299,308.01,626,0.49203,0.0054307
10.037,305.35,620,0.4925,0.0054359
10.013,298.88,604,0.49483,0.0054617
9.5955,293.39,592,0.49559,0.00547
9.9989,299.37,604,0.49565,0.0054706
9.8484,294.06,596,0.49339,0.0054457
9.8811,292.33,594,0.49214,0.0054319
9.4807,281.78,574,0.49091,0.0054183
10.189,299.38,608,0.4924,0.0054348
9.4741,283.57,576,0.49231,0.0054338
9.7111,287.97,584,0.4931,0.0054425
9.3552,269.62,548,0.49201,0.0054305
9.5452,281.16,572,0.49154,0.0054253
9.954,298.56,606,0.49267,0.0054378
10.216,308.58,626,0.49294,0.0054408
9.8591,297.17,604,0.492,0.0054304
9.8085,290.44,592,0.49061,0.005415
9.8593,301.43,610,0.49415,0.0054541
9.9876,301.79,614,0.49151,0.005425
9.9603,295.01,598,0.49333,0.0054451
10.327,306.24,622,0.49235,0.0054342
9.7199,284.26,580,0.4901,0.0054095
10.222,300.99,614,0.49021,0.0054107
9.6738,282.26,574,0.49174,0.0054276
9.8087,298.56,610,0.48944,0.0054022
10.113,302.54,616,0.49114,0.0054209
9.3573,278.87,568,0.49097,0.005419
10.524,314.45,640,0.49133,0.005423
10.058,301.66,614,0.4913,0.0054227
9.8608,301.57,598,0.5043,0.0055661
10.021,299.36,606,0.49399,0.0054524
9.624,283.31,578,0.49016,0.00541
9.891,294.19,598,0.49196,0.0054299
9.9108,300.33,612,0.49074,0.0054164
10.209,309.9,632,0.49035,0.0054122
9.6935,284.44,576,0.49382,0.0054505
9.8459,296.36,600,0.49393,0.0054517
9.4537,273.98,558,0.491,0.0054194
9.9897,296.29,604,0.49055,0.0054144
9.8821,295.3,602,0.49053,0.0054142
10.123,301.54,616,0.48951,0.005403
9.9365,294.88,602,0.48983,0.0054065
10.049,301.09,616,0.48878,0.0053949
10.088,304.2,616,0.49383,0.0054506
10.248,305.4,622,0.491,0.0054193
10.004,302.01,612,0.49348,0.0054467
9.9665,302.08,600,0.50347,0.005557
9.995,304.95,620,0.49185,0.0054288
9.8438,295.48,604,0.48921,0.0053996
9.841,296.24,606,0.48884,0.0053956
9.9525,299.25,610,0.49057,0.0054147
9.3464,275.88,560,0.49264,0.0054375
10.228,304.89,618,0.49335,0.0054453
9.8343,297.63,608,0.48952,0.0054031
10.241,308.25,630,0.48929,0.0054004
9.7473,290.28,590,0.492,0.0054304
10.15,302.24,614,0.49225,0.0054331
9.9713,298.05,610,0.48861,0.0053929
10.213,303.66,622,0.4882,0.0053885
10.683,322.4,660,0.48848,0.0053916
10.181,306.38,628,0.48787,0.0053848
9.6226,282.71,578,0.48912,0.0053986
10.09,297.52,610,0.48774,0.0053834
9.8193,288.74,588,0.49105,0.00542
10.523,317.59,648,0.49011,0.0054095
10.424,311.21,636,0.48932,0.0054009
9.642,289.21,588,0.49185,0.0054288
9.7749,282.47,578,0.4887,0.005394
10.039,299.34,616,0.48594,0.0053635
10.124,289.74,606,0.47812,0.0052772
9.6272,279.07,578,0.48282,0.0053291
10.001,288.9,606,0.47673,0.0052619
10.079,290.12,604,0.48033,0.0053016
9.9147,287.8,604,0.47649,0.0052592
10.01,287.43,600,0.47905,0.0052875
10.197,301.84,630,0.47911,0.0052881
9.9872,304.9,610,0.49984,0.0055169
9.9599,292.28,598,0.48876,0.0053947
10.005,292.24,596,0.49034,0.005412
9.7227,280.89,576,0.48766,0.0053825
9.9137,296.47,604,0.49084,0.0054176
9.7649,290.08,592,0.49,0.0054083
10.253,307.53,626,0.49126,0.0054223
9.7422,279.06,592,0.47139,0.0052029
10.208,297.46,622,0.47823,0.0052784
10.008,283.93,610,0.46546,0.0051375
9.5649,261.31,562,0.46496,0.005132
9.8565,271.53,586,0.46336,0.0051143
9.9751,281.83,604,0.46661,0.0051501
9.896,279.08,600,0.46513,0.0051339
10.211,288.75,620,0.46573,0.0051404
9.9124,285.03,606,0.47035,0.0051914
10.252,286.07,614,0.46591,0.0051425
9.5819,268.24,578,0.46408,0.0051223
9.6928,270.72,584,0.46356,0.0051165
9.788,278.32,600,0.46387,0.0051199
10.407,288.64,616,0.46857,0.0051718
10.109,288.03,620,0.46456,0.0051276
9.9978,281.33,602,0.46733,0.0051581
10.251,302.79,722,0.41938,0.0057956
9.9839,285.58,688,0.41509,0.0057363
10.804,324.41,782,0.41485,0.005733
9.2327,273.46,656,0.41686,0.0057608
9.5717,292.86,698,0.41957,0.0057983
9.7552,287.99,696,0.41378,0.0057183
11.068,336.84,808,0.41688,0.0057611
10.17,300.83,724,0.41551,0.0057422
10.082,300.38,714,0.4207,0.0058139
9.5316,288.5,674,0.42804,0.0059154
9.7886,287.78,692,0.41587,0.0057471
10.312,310.82,742,0.41889,0.005789
9.2323,273.46,652,0.41942,0.0057962
10.067,302.59,728,0.41565,0.0057441
10.033,296.34,716,0.41388,0.0057197
9.7724,293.1,710,0.41282,0.005705
9.3004,271.38,652,0.41623,0.0057521
11.278,339.07,816,0.41553,0.0057424
9.6499,289.4,694,0.417,0.0057628
9.2697,276.36,660,0.41873,0.0057866
10.057,302.09,728,0.41496,0.0057346
9.0893,274.49,658,0.41716,0.005765
9.9305,295.3,710,0.41592,0.0057478
9.4514,279.4,666,0.41952,0.0057976
9.0485,269.47,642,0.41974,0.0058006
9.7652,292.86,700,0.41837,0.0057817
9.3566,279.83,672,0.41641,0.0057547
10.431,294.03,708,0.4153,0.0057392
9.3405,284.89,684,0.41651,0.0057559
9.538,286.99,682,0.42081,0.0058154
8.8507,271.38,648,0.4188,0.0057876
10.336,310.06,746,0.41563,0.0057438
9.0236,271.52,646,0.42031,0.0058085
9.7406,287.7,694,0.41455,0.005729
9.4012,286.11,682,0.41952,0.0057975
9.6562,283.61,684,0.41463,0.0057301
10.401,304.09,734,0.41429,0.0057253
9.2819,271.7,654,0.41544,0.0057413
10.443,313.78,762,0.41178,0.0056907
11.028,333.06,802,0.41529,0.0057391
9.1045,268.89,648,0.41495,0.0057345
9.6852,287.57,694,0.41437,0.0057264
10.3,313.86,754,0.41626,0.0057525
10.237,296.67,712,0.41667,0.0057582
8.8435,259.4,626,0.41438,0.0057265
9.6937,291.57,700,0.41653,0.0057563
10.331,303.47,734,0.41345,0.0057137
9.6763,286.56,686,0.41773,0.0057728
10.177,294.72,712,0.41393,0.0057204
10.687,319.41,768,0.4159,0.0057475
10.482,309.82,750,0.41309,0.0057088
9.0251,270.09,644,0.41939,0.0057959
8.8115,264.49,622,0.42523,0.0058764
9.998,300.77,716,0.42007,0.0058052
8.3751,239.32,572,0.41839,0.005782
10.287,315.41,754,0.41832,0.005781
8.8998,266.87,642,0.41569,0.0057446
9.7615,295.09,712,0.41445,0.0057276
9.0405,263.93,636,0.41498,0.0057349
9.5673,280.63,678,0.41391,0.0057201
9.8986,295.78,712,0.41542,0.005741
10.95,327.82,796,0.41183,0.0056914
10.758,324.91,784,0.41443,0.0057272
10.426,303.14,730,0.41526,0.0057387
9.5732,285.73,686,0.41652,0.0057561
9.6184,290.69,694,0.41886,0.0057885
9.8206,291.22,698,0.41722,0.0057658
11.062,320.16,774,0.41364,0.0057164
10.078,299.79,726,0.41293,0.0057066
9.2066,271.81,654,0.41561,0.0057436
9.6333,285.41,688,0.41484,0.0057329
9.4422,287.22,678,0.42363,0.0058544
10.082,298.24,718,0.41538,0.0057403
10.2,300.55,724,0.41512,0.0057369
9.9595,295.38,708,0.4172,0.0057656
9.7611,283.73,686,0.4136,0.0057158
9.1156,270.72,650,0.41649,0.0057558
10.477,317.21,762,0.41629,0.0057529
9.5228,280.18,678,0.41324,0.0057109
9.6588,290.29,694,0.41829,0.0057805
8.8818,262.6,634,0.4142,0.005724
10.542,320.88,770,0.41673,0.005759
9.5935,281.41,682,0.41262,0.0057023
9.458,281.35,676,0.4162,0.0057517
9.641,288.79,694,0.41612,0.0057507
10.385,302.95,732,0.41387,0.0057195
11.007,323.7,782,0.41394,0.0057205
10.029,300.38,722,0.41604,0.0057495
10.531,310.11,748,0.41459,0.0057294
10.478,314.65,756,0.4162,0.0057518
9.9225,291.11,710,0.41001,0.0056662
9.6049,276.56,674,0.41033,0.0056705
9.7084,281.44,686,0.41026,0.0056697
10.306,293.9,718,0.40933,0.0056568
9.9326,293.45,708,0.41448,0.0057279
9.6164,275.2,686,0.40117,0.005544
9.3453,262.68,664,0.3956,0.0054671
9.2964,268.93,678,0.39665,0.0054816
9.4803,260.85,656,0.39764,0.0054952
9.3124,272,684,0.39766,0.0054955
6.5341,194.3,388,0.50077,0.0054545
8.6,268.94,536,0.50175,0.0054652
8.0314,240.29,478,0.5027,0.0054755
7.3913,222.21,444,0.50047,0.0054512
6.0658,176.26,350,0.5036,0.0054853
7.448,227.52,452,0.50336,0.0054827
7.6841,229.62,458,0.50135,0.0054608
8.0465,246.95,492,0.50193,0.0054671
7.8817,246.91,492,0.50185,0.0054662
7.6534,232.77,460,0.50602,0.0055117
7.9194,253.79,502,0.50556,0.0055066
7.0375,213.43,426,0.50101,0.0054571
8.7398,270.46,540,0.50085,0.0054554
7.8589,241.63,482,0.50131,0.0054603
9.2216,290.48,578,0.50256,0.005474
7.8587,248.18,496,0.50036,0.00545
6.7555,196.5,390,0.50385,0.005488
7.9649,243.14,484,0.50236,0.0054717
7.3908,221.37,440,0.50311,0.00548
6.5408,190.47,380,0.50124,0.0054596
7.5987,224.94,448,0.5021,0.0054689
8.9553,281.62,560,0.50289,0.0054776
8.2441,256.91,508,0.50573,0.0055085
7.1465,220.38,438,0.50315,0.0054804
7.4031,228.74,454,0.50383,0.0054878
7.3095,226.57,450,0.50349,0.0054841
6.5513,185.34,370,0.50092,0.0054561
6.6434,195.1,390,0.50026,0.0054489
8.5269,266.18,532,0.50034,0.0054498
8.3844,266.84,534,0.4997,0.0054428
7.9136,236.56,472,0.50119,0.005459
8.2862,246.48,486,0.50716,0.0055241
7.0518,225.82,448,0.50406,0.0054903
8.0111,258.48,516,0.50093,0.0054562
6.8953,194.01,386,0.50262,0.0054746
7.6445,228.39,454,0.50306,0.0054794
7.1282,221.04,440,0.50236,0.0054718
7.4233,222.04,440,0.50464,0.0054966
7.7151,235.92,470,0.50196,0.0054674
7.0189,213.83,428,0.4996,0.0054418
7.8984,242.31,478,0.50692,0.0055215
6.5717,196.88,392,0.50224,0.0054705
7.7833,240.12,476,0.50445,0.0054946
6.9264,212.24,424,0.50057,0.0054523
8.6322,263.23,524,0.50235,0.0054717
7.8766,245.81,490,0.50165,0.0054641
6.5342,196.88,394,0.4997,0.0054428
7.4446,225.69,450,0.50153,0.0054628
8.1382,254.89,508,0.50175,0.0054652
8.8193,277.67,552,0.50303,0.005479
8.3861,259.67,514,0.50519,0.0055027
8.1185,246.23,490,0.50251,0.0054734
6.2889,183.08,366,0.50022,0.0054485
8.0516,241.87,482,0.5018,0.0054657
6.5635,188.36,376,0.50096,0.0054565
8.3599,262.88,524,0.50168,0.0054644
7.9453,244.43,486,0.50294,0.0054781
7.2445,218.07,436,0.50016,0.0054478
6.28,186.88,374,0.49968,0.0054426
7.6273,231.9,462,0.50195,0.0054673
6.9104,211.26,422,0.50062,0.0054528
7.521,223.95,448,0.49989,0.0054449
5.91,177.51,356,0.49862,0.0054311
8.7535,275.18,546,0.50399,0.0054896
7.7755,226.96,452,0.50212,0.0054692
6.4432,191.91,384,0.49977,0.0054435
7.8,246.77,494,0.49953,0.005441
6.8827,204.74,410,0.49937,0.0054392
8.3079,266.21,520,0.51194,0.0055762
8.1661,247.92,492,0.5039,0.0054886
6.589,191.14,382,0.50037,0.0054501
6.8007,202.22,404,0.50054,0.005452
7.9878,240.97,478,0.50412,0.005491
7.4851,228.09,456,0.5002,0.0054482
8.3442,257.11,512,0.50217,0.0054697
8.8721,285.45,566,0.50433,0.0054932
6.3091,182.69,362,0.50467,0.0054969
7.4705,228.84,458,0.49965,0.0054423
8.4251,254.55,508,0.50108,0.0054579
8.1138,250.06,496,0.50415,0.0054913
7.9946,246.49,490,0.50304,0.0054792
8.0425,241.08,482,0.50017,0.0054479
6.0594,176.79,352,0.50224,0.0054705
7.8205,244.1,476,0.51282,0.0055857
5.8167,165.5,330,0.50152,0.0054626
7.6999,231.81,464,0.49959,0.0054416
7.6965,235.63,472,0.49922,0.0054376
7.9861,250.63,502,0.49926,0.0054381
8.0587,238.51,474,0.50319,0.0054808
8.2452,270.95,544,0.49807,0.0054251
7.7924,230.61,458,0.50352,0.0054844
6.3059,191.15,384,0.49779,0.005422
8.332,266.04,528,0.50386,0.0054882
8.9602,273.8,546,0.50147,0.005462
7.7663,245.08,486,0.50428,0.0054927
8.082,241.04,480,0.50217,0.0054697
8.0042,249.4,496,0.50282,0.0054768
6.3515,180.77,362,0.49936,0.0054392
8.1064,255.98,512,0.49996,0.0054457
9.0548,279.38,560,0.49889,0.005434
9.7729,222.38,744,0.2989,0.0055057
10.483,252.47,848,0.29772,0.0054841
10.409,224.37,756,0.29679,0.0054668
9.9702,216.16,728,0.29692,0.0054693
10.855,237.99,802,0.29675,0.005466
10.492,257.71,864,0.29828,0.0054942
10.224,222.36,750,0.29648,0.0054611
10.146,238.7,806,0.29615,0.0054551
10.171,221.33,746,0.29669,0.005465
10.063,226.21,756,0.29922,0.0055116
10.049,238.12,800,0.29765,0.0054827
10.326,242.32,804,0.30139,0.0055516
10.018,227.32,758,0.29989,0.005524
10.291,225.5,754,0.29907,0.0055089
10.446,237.42,796,0.29827,0.005494
10.01,224.34,754,0.29753,0.0054805
10.189,219.78,738,0.2978,0.0054855
10.117,217.25,732,0.29679,0.0054668
10.325,244.58,820,0.29827,0.0054941
9.7702,219.63,738,0.2976,0.0054818
9.7681,260.31,876,0.29716,0.0054736
10.713,236.67,796,0.29732,0.0054767
10.877,251.72,824,0.30549,0.005627
10.521,239.19,802,0.29824,0.0054936
10.314,232.51,782,0.29733,0.0054768
10.279,310.92,1032,0.30128,0.0055495
10.109,256.87,854,0.30078,0.0055404
10.22,221.06,744,0.29712,0.005473
9.569,206.9,696,0.29727,0.0054757
10.477,233.8,780,0.29974,0.0055213
11.051,239.72,808,0.29668,0.0054649
10.741,244.12,820,0.29771,0.0054838
10.016,218.07,734,0.2971,0.0054725
10.803,232.73,786,0.29609,0.005454
10.006,227.39,760,0.2992,0.0055112
10.725,240.83,804,0.29954,0.0055175
10.324,246.61,830,0.29712,0.0054729
10.562,226.99,766,0.29633,0.0054584
9.9791,232.78,778,0.2992,0.0055113
10.135,223.74,750,0.29832,0.005495
10.361,233.4,784,0.2977,0.0054837
10.172,242.13,808,0.29967,0.0055198
10.15,224.85,758,0.29664,0.005464
9.8519,216.46,730,0.29652,0.0054619
10.961,240.6,812,0.29631,0.0054579
10.727,237.8,802,0.29651,0.0054617
10.929,241.45,812,0.29735,0.0054772
11.08,256.47,858,0.29892,0.005506
10.636,265.35,884,0.30017,0.0055291
10.604,253.35,846,0.29947,0.0055162
10.545,229.13,770,0.29757,0.0054812
10.778,267.72,880,0.30423,0.0056038
10.219,225.44,762,0.29585,0.0054496
10.485,224.39,760,0.29525,0.0054385
10.06,215.84,730,0.29567,0.0054462
9.8066,222.47,748,0.29742,0.0054785
9.9999,216.06,728,0.29679,0.0054668
10.919,244.21,820,0.29782,0.0054858
10.299,227.24,762,0.29822,0.0054931
10.429,225.66,758,0.2977,0.0054837
10.421,233.43,784,0.29774,0.0054844
10.05,224.43,750,0.29924,0.005512
9.2934,201.98,682,0.29616,0.0054552
10.322,235.07,788,0.29831,0.0054949
10.277,263.92,884,0.29855,0.0054993
10.6,252.41,846,0.29836,0.0054957
10.097,265.48,888,0.29896,0.0055069
9.8356,222.24,742,0.29951,0.005517
10.807,257.88,862,0.29916,0.0055106
10.031,227.95,766,0.29758,0.0054815
10.339,226.82,764,0.29688,0.0054686
10.417,221.25,748,0.29579,0.0054484
10.479,226.63,762,0.29741,0.0054784
10.931,246.48,830,0.29696,0.0054701
10.262,255,854,0.29859,0.0055001
10.101,224.22,752,0.29816,0.0054922
10.012,219.34,736,0.29802,0.0054894
10.405,235,788,0.29822,0.0054933
10.84,233.58,786,0.29718,0.005474
10.917,260.49,872,0.29873,0.0055025
10.739,236.19,790,0.29897,0.0055071
10.14,224.68,754,0.29798,0.0054888
10.354,232.05,776,0.29903,0.0055082
10.435,235.87,794,0.29707,0.0054719
10.517,241.32,810,0.29793,0.0054878
9.9989,218.22,736,0.29649,0.0054614
9.6945,226.42,762,0.29714,0.0054733
10.431,223.79,754,0.2968,0.0054671
9.5502,204.87,688,0.29778,0.005485
10.773,248.82,836,0.29763,0.0054824
10.203,231.28,772,0.29959,0.0055183
10.606,233.97,788,0.29692,0.0054692
10.143,228.48,766,0.29828,0.0054942
10.018,220.69,736,0.29985,0.0055232
10.261,221.04,744,0.2971,0.0054725
10.105,218.01,730,0.29864,0.005501
10.403,221.31,746,0.29666,0.0054645
10.043,222.19,744,0.29864,0.005501
10.015,229.73,770,0.29835,0.0054956
10.183,230.68,776,0.29727,0.0054757
9.4099,295.18,542,0.54461,0.005559
9.2192,287.3,526,0.5462,0.0055752
9.2816,279.93,516,0.5425,0.0055375
10.11,315.85,578,0.54645,0.0055778
9.8343,306.85,564,0.54406,0.0055534
9.7888,297.35,546,0.5446,0.0055589
9.6134,297.48,544,0.54684,0.0055817
8.944,267.44,492,0.54358,0.0055485
9.1728,286.99,524,0.54769,0.0055905
9.8453,301.93,554,0.545,0.005563
9.5547,303.15,558,0.54328,0.0055454
10.022,321.21,594,0.54076,0.0055197
9.7133,301.86,554,0.54487,0.0055617
9.336,286.95,530,0.54142,0.0055264
9.7717,307.63,566,0.54352,0.0055478
9.8083,306.78,566,0.54201,0.0055325
9.497,292.51,536,0.54573,0.0055704
9.9528,315.05,582,0.54132,0.0055255
9.0335,276.98,512,0.54098,0.0055219
9.2503,283.45,520,0.5451,0.005564
10.385,325.67,598,0.5446,0.0055589
9.7052,290.78,536,0.5425,0.0055375
9.281,283.81,524,0.54162,0.0055285
10.431,327.64,602,0.54425,0.0055554
9.5051,297.48,546,0.54484,0.0055613
9.6763,291.8,540,0.54037,0.0055157
9.6362,300.33,556,0.54016,0.0055136
10.059,318.54,574,0.55495,0.0056645
9.6233,299.19,552,0.54201,0.0055325
9.5009,300.73,552,0.5448,0.005561
10.315,325.37,602,0.54048,0.0055169
10.445,326.7,604,0.54089,0.0055211
9.9323,309.83,572,0.54166,0.0055289
10.357,327.57,606,0.54054,0.0055175
9.1505,277.32,512,0.54164,0.0055287
10.465,333.53,616,0.54144,0.0055267
8.8978,267.08,494,0.54065,0.0055186
9.7704,306.33,562,0.54507,0.0055637
9.2922,291.95,536,0.54468,0.0055597
9.5885,297.52,550,0.54095,0.0055216
9.7572,302.66,560,0.54046,0.0055167
10.213,312.76,578,0.54111,0.0055232
9.8303,305.72,566,0.54014,0.0055134
10.123,311.28,576,0.54042,0.0055162
10.279,328.12,604,0.54325,0.0055451
9.2218,288.6,534,0.54045,0.0055165
9.514,287.91,532,0.54118,0.005524
10.38,330.16,610,0.54125,0.0055247
